quarter,speaker,title,content,sentiment,confidence,sentiment_category,LLM_sentiment,LLM_pct_strong_positive,LLM_pct_slightly_positive,LLM_pct_neutral,LLM_pct_slightly_negative,LLM_pct_strong_negative,Manual Annotations
Q1_2023,Amit Daryanani,Evercore ISI -- Analyst,"All right. And then I guess maybe if I think about services as you go forward. I know you had really good growth in services, I think, over the last several years. But as you go forward in services, what do you think drives the growth more? So is it the expansion of your installed base? Or is it more going to be driven by ARPU going higher for you? I'm just curious, how do you think about those two buckets as you go forward?",neutral,0.851197481,Neutral,Slightly Positive,0.15,0.35,0.4,0.08,0.02,Slightly Positive
Q1_2023,Luca Maestri,Chief Financial Officer,"Amit, there's a number of things, and I've mentioned a few of them during the call. The first step is always the installed base. It's the engine for services growth. And the fact that the installed base is growing very nicely, and it's growing in a lot of emerging markets, it's growing even faster, that gives us a larger addressable pool of customers. So that's incredibly important. The second one is that we are seeing that the level of engagement of our customers already in our ecosystem continues to grow. We -- I mentioned that both transacting accounts and paid accounts grew double digits. And so that bodes very well for the future.",positive,0.625261307,Slightly Positive,Slightly Positive,0.15,0.35,0.4,0.08,0.02,Slightly Positive
Q1_2023,Tejas Gala,"Director, Investor Relations and Corporate Finance","Thanks, Amit. Can we have the next question, please? Operator Our next question comes from Harsh Kumar of Piper Sandler.",neutral,0.92988348,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,Harsh Kumar,Piper Sandler -- Analyst,"Yeah. Hey. Tim,I had a quick question on emerging markets. Seems like you're making a lot of strides in India. Potentially wanted to understand the kind of share you have in China and India. And relative to that, what would be your aspirational but sort of achievable share in iPhones in those territories, whether it's units or revenues? And I was hoping to draw on your experience and maybe what you've seen in other countries where you've had some longer presence.",neutral,0.831599712,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2023,Tim Cook,Chief Executive Officer,"And looking at the business in India, we set a quarterly revenue record and grew very strong double digits year over year. And so we feel very good about how we performed, and that was -- that's despite the headwinds that we've talked about. Taking a step back, India is hugely exciting market for us and is a major focus. We brought the online store there in 2020. We will soon bring Apple retail there. So we're putting a lot of emphasis on the market. There's been a lot done from a financing options and trade-ins to make products more affordable and give people more options to buy. And so there's a lot going on there. We are, in essence, taking what we learned in China years ago and how we scale to China and bringing that to bear. And I don't have the exact market shares in front of me, but I think you would see that from a market share point of view that we grew around the world last quarter despite -- on iPhone despite the challenges that we've had on the supply side. And I wouldn't expect to have a difference in those two markets.",neutral,0.746893585,Neutral,Slightly Positive,0.2,0.4,0.3,0.08,0.02,Strong Positive
Q1_2023,Harsh Kumar,Piper Sandler -- Analyst,"Understood. And for my follow-up, I had a sort of interesting theoretical question on pricing. Assuming we get the CHIPS Act passed, and there's a whole bunch of manufacturing that happens in U.S. and other territories that are potentially somewhat more expensive than the ones you might be now, have you -- has the company done any studies to gauge the elasticity of demand relative to small price increases in your products?",neutral,0.877589226,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2023,Tim Cook,Chief Executive Officer,"We have experience in that, but I wouldn't necessarily draw the same conclusion that you have in terms of the cost of the product. I -- we don't know at this point exactly what that will be, but we're all in, in terms of being the largest customer for TSMC in Arizona. I'm very proud to take part in that. That's what I would say about that.",neutral,0.762362897,Neutral,Slightly Positive,0.15,0.35,0.4,0.08,0.02,Neutral
Q1_2023,Harsh Kumar,Piper Sandler -- Analyst,"OK. Fair enough. Thank you, Tim.",positive,0.690743327,Slightly Positive,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,Tejas Gala,"Director, Investor Relations and Corporate Finance","Thanks. Can we have the next question, please? Operator Our next question comes from Wamsi Mohan of Bank of America.",neutral,0.93737036,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2023,Wamsi Mohan,Bank of America Merrill Lynch -- Analyst,"Thank you. Tim, you've done a phenomenal job of driving consumer choice toward higher-end products within your portfolio. How would you compare this cycle for iPhones if you were to segment the Pro versus non-Pro models versus the cycles from the past few years? And do you think this move to higher ASPs is sustainable? Or do you think it reverses in a tighter consumer spending environment? And I have a follow-up.",positive,0.531327486,Slightly Positive,Slightly Positive,0.1,0.5,0.3,0.05,0.05,Neutral
